0	avoir trové	Sire fait elle enuellopee quil ne la pouoit cengnoistre pour pour ce|que ie le uouldroie auoir trouue	0|1
1427|1428	si esmaiés a qu il ne li puet respondre ains gist pasmés adens|Et Lancelos le redrece	si esuanouy qu il ne lui peut respondre mot ains gist tout pasme Lancelot le redrece	1100
1429	si le trueve	si le treuue	1101
		si senglant	1102
1430|1431	si ensanglenté qu il cuide bien|que il soit mors	que bien cuide quil soit mort	1103
1432	et lors se repent de ce	Lors se repent de ce	1104
1433	que tant li avoit fet mal;	que il lui a tant meffait	1105
1434|1435	si s asiet les lui|por veoir	Si se rassiet emprez lui pour ueoir quil fera	1106
1436|1437	que il fera|Et ja se relevoient troi de cels	et ia se releuoient trois de ceulx	1107
1438	qui a terre avoient geu	qui estoient a terre	1108
1439	et Lancelos lor laisse core	et lors leur court sus lanceloi	1109
1440	et dit	et leur dit	1110
1441	que mort sont	que mors sont se ilz ne se rendent|Et ceulx	1111|1112
		qui ont grant paour quil ne les occie lui rendrient leurs espees en disant quilz sont prestz de faire sa uoulente	1113
