0	avoir trové	Sire fait elle pour ce|que ie le uoudroie auoir trouue	0|1
1324	si que pour le hauberc ne remaint qu il ne li met par mi le cors le fer del glaive	si que pour le haubert ne demeure quil ne luy mecte le fer du glayue parmy le corps	1240
1325	si l empaint bien com cil	Il lempanit bien comme cil	1241
1326|1327	qui assés ot|et cuer	qui auoit assez cuer	1242
1328	et force:	et force	1243
1329	si le porte del cheval a terre	si le porte du cheual a terre	1244
1330	et retrait son glaive a lui;	et retraict son glaiue a luy	1245
1331|1332	si voit I|autre venir tot appareillié de joster	Si uoit ueniir ung autre tout appareille de iouster	1246
1333	et il nel refuse pas ains li torne le chief del cheval	et il ne li refuse pas ains luy tourne le chief du cheual	1247
1334	et cil	et cil	1248
1335	qui vint acorant li done tel cop en l escu	qui uient courant luy donne tel cop sur lescu	1249
1336	que tote sa lance vole en pieces	que toute sa lance uole en pieces	1250
1337	Et Lancelos	Et lancelot	1251
1338|1339	qui un poi porta sa lance bas|l'ataint par desus l arcon de la sele a	qui ung pou porta sa lance bas lactant par dessus larcon de la sele	1252
1340	si le fiert	si le fiert	1253
1341	si que les mailes del hauberc ne pueent soffrir le grant cop	si que les mailles du haubert ne peuent souffrir le grant coup	1254
1342	que li glaives ne li voist par mi le cors	Et le glayue luy ua parmy oultre le corps	1255
1343	si que li fers pert d autre part;	si que le fer pert de lautre part	1256
1344	si l empainst	et il lempaint	1257
1345	si durement qu il le porte a terre	si fort quil porte a terre luy	1258
1346|1347	et lui|et le cheval	et le cheual ensemble	1259
1348	Et lors dient cil	Et lors dient ceulx	1260
1349	qui devant s en aloient	qui deuant sen aloient	1261
1350|1351	que molt joste bien li chevaliers quant|Il	que moult iouste bien le cheualier	1262
1352	de lor meillors compaignons a ensi abatus	qui a ainsi abatu deux de leurs compaignons	1263
1353	Et Lancelos laisse corre a els tos	Et lancelot laisse courre es autres	1264
1354	qui encore estoient nuef;	qui estoient encor neuf	1265
1355|1356	si ot l espee traite|por ce	si eut lespee traicte par ce	1266
1357	que ses glaives estoit brisiés al chevalier qu il ot derrainement abatu ;	que son glayue estoit brise au cheualier quil auoit dernierement abatu	1267
1358	si lor detrenche lor escus	si leur detranche les escuz	1268
1359	et lor depiece lor hialmes	et leur depiece leurs heaumes	1269
1360	et lor ront les haubers sor les bras	et leur derompt les haubers sur les braz	1270
1361	et sor les espaules;	et sur les espaules	1271
1362	si fet tant par sa proesce	Si fait tant par sa prouesce	1272
1363	que tuit cil	que tous ceulx	1273
1364	qui le voient s en merveillent	qui le uoyent sen merueillent	1274
1365	Et la ou il voit le chevalier as armes vermeilles	et la ou il uoit li cheualier es armes uermeilles	1275
1366	si nel mesconoist pas ains li adresce par mi els tos	si ne le mescognoist pas ains luy adrece parmy eulx tous	1276
1367	et li done	et luy donne	1277
1368|1369	si grant cop par mi le hialme|que cil est	si grant coup par le heaume quil est	1278
1370	si estordis qu il ne se puet es arçons tenir ains vole a terre	si estourdy quil ne puet tenir es arcons ains uolt a terre	1279
1371	Et Lancelos li va par desus le cors a cheval	Et lancelot luy uait par dessus le corps tout a cheual	1280
1372	tant que cil pert la vertu	tant quil par sa uertu	1281
1373	et la force tote a	et son alanie	1282
1374	Et lors sont li autre molt esmaié	Et lors sont tous les autres moult esmayez	1283
1375	kar bien cuident	car bien cuident	1284
1376|1377	que cil soit mors|qui lor sires estoit;	que leur sire soit mort	1285
1378	si se metent en paine del vengier	si se mectent en peine de le uanger	1286
1379	et corent sus a Lancelot tuit ensamble	et courent sus a lancelot	1287
1380	Mais il nel truevent pas	mais ilz ne le treuuent pas	1288
1381	si esbahi qu il ne soit tos pres de soi deffendre;	si esbahy quil ne soit tout pest de soy desfandre	1289
1382	si lor abandone son escu	si leur habandonne son escu	1290
1383	et tient l espee	et tient lespee	1291
1384	dont il lor done grans cops par la ou il les ataint ne onques	dont il leur donne grans coups par la ou il les actaint	1292
1385	por pooir qu il aient ne li porent tolir terre ains se met par mi els maintes fois	ne oncques pour pouoir quilz ayent ne luy peurent tollir place	1293
1386	quel gré qu il en aient	ains sen uait manitefoiz parmy eulx quelque gre quilz en ayent	1294
1387	Et de tant li avient il bien qu il n aconsieut chevalier a droit cop qu il ne face s espee sentir en char nue ou il nel port del cheval a terre:	Et de tant luy aduient il bien quil naconsuyt cheualier adroit cop a|qui il ne face sentir sespee en la char nue ou quil ne le porte du cheual a terre	1295|1296
1388	si lor esrache les escus des cols	si leur arrache les escuz des couls	1297
1389	et les hialmes des testes	et les heaumes des testes	1298
1390	et lor decoupe poins	et leͬ decoupe poins	1299
1391	et bras a	et braz	1300
1392	et se hurte en els de cors	Et se hurte a eulx de corps	1301
1393	et de cheval ;	et de membres|et du pis du cheual	1302|1303
1394	si en a V	si en a u	1304
1395	si atornés qu il gisent a terre	si atournez quilz gisent a terre	1305
1396	si conreé qu il n ont pooir de relever	si conreez quilz nont pouoir de soy releuer	1306
1397	Quant li autre voient ce	Et quant les autres uoyent ce	1307
1398	si lor est avis que s il i demorent plus il n em pueent eschaper sans morir	si leur est aduis|que silz y demouroient plus quilz nen pourroient eschaper sans mourir	1308|1309
1399	et por ce s enfuient al plus tost qu il pueent vers la forest ou il la voient plus espesse	Et par ce senfuyent ilz au plus test quilz peuent uers la fourest la ou ilz la uoyent la plus espesse	1310
1400	Et Lancelos ne les sieut mie granment ains retorne al chevalier qu il ot abatu celui as armes vermeilles	Et lancelot ne les suyt pas granment ains retourne au cheualier aux armes uermeilles quil auoit abatu	1311
1401|1402	kar il voldra savoir|qui il est	car il ueult scauoir quil est	1312
1403	Et quant il i est venus	Et quant il est uenu	1313
1404|1405	si trueve l escuier|que il queroit	si treuue lescuier quil queroit	1314
1406|1407	que on avoit mis sor I|roncin a les mains liies triés le dos	que len auoit mis sur ung roucin les mains liees derriere le dos	1315
1408	et vient a lui	et il uient a luy	1316
1409	si le deslie	si le deslie	1317
1410	Et quant il se sent delivrés	Et quant il se sent deliure	1318
1411	si li chiet as piés	si luy cheit es piez	1319
1412|1413	et le mercie de Dieu ;|et Lancelos descent	et le mercie Lancelot descent	1320
1414	si li baille son cheval a garder	et luy baille son cheual a garder	1321
1415	puis vet al chevalier	puis uait au cheualier	1322
1416	qui ja s estoit relevés en son seant	qui ia sestoit releue en son seant	1323
1417	si estordis qu il ne veoit gote	si estourdy qu il ne ueoit goute	1324
1418	Et Lancelos li esrache le hialme de la teste	Et lancelot luy errache le heaume de la teste	1325
1419|1420	si felenessement|que cil flatist à terre des paumes	si felonnessement quil flatist a terre dis paumes	1326
1421	et de tot le viaire;	et de tout son uiaire	1327
1422	si saine del nes	si seigne du front	1328
1423	et del front trop durement	et du nes trop fort	1329
1424|1425	Et Lancelos dist qu il l ocirra s i ne se tient|por outré;	Et lancelot dit qu il loccira sil ne se tient pour oultre	1330
1426	et cil est	et il est	1331
1427	si esmaiés a qu il ne li puet respondre ains gist pasmés adens	si esuanouy qu il ne luy puet respondre|si ne dist mot ains gist tout pasme adens	1332|1333
1428	Et Lancelos le redrece	Et lancelot|si le redrece	1334|1335
1429	si le trueve	et le treuue	1336
1430|1431	si ensanglenté qu il cuide bien|que il soit mors	si ensanglante quil cuide bien quil soit mort	1337
1432	et lors se repent de ce	Et lors|si repent de ce	1338|1339
1433	que tant li avoit fet mal;	que tant luy en a fait	1340
1434|1435	si s asiet les lui|por veoir	si sassiet pres de luy po᷑ ueoir quil fera	1341
1436|1437	que il fera|Et ja se relevoient troi de cels	et ia se releuoient troys de ceulx	1342
1438	qui a terre avoient geu	qui auoient geu a terre	1343
1439	et Lancelos lor laisse core	Et lancelot leur laisse courre	1344
1440|1441	et dit|que mort sont	et dit quil se rendent ou il les occira	1345
